Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
19,309,-0.44351458375754965,0.17085757736260918,-0.3177927935604844,2,1,54,2,1,2,9,289,77,1,-0.662464590397986,-0.24831630594638976,-0.5611647911143399,-0.3659769349560106,-1.0135647887905015
8,893,-0.2533763849228422,1.0629854348171588,-0.4886799363905409,6,0,15,15,1,2,106,41,67,1,-0.662464590397986,0.014616070198228739,0.10970457247181016,-0.3659769349560106,-0.4690885190818551
19,812,-0.41458051002183327,0.765609482332309,-0.7537293824126694,6,1,11,14,3,2,6,305,15,1,-1.018219441048113,-0.24831630594638976,-0.4493532305166482,-0.3659769349560106,-1.0135647887905015
19,817,-0.43070092253173237,1.3603613873020088,-0.6950348800896112,6,1,1,10,1,2,6,318,16,1,-1.0067434781239153,-0.24831630594638976,-0.4493532305166482,-0.3659769349560106,-1.0135647887905015
29,522,-0.6001723391848387,-1.61339813754649,0.7633299467929344,2,1,45,14,1,2,55,47,127,1,0.31528745074365316,0.08973960623954831,2.6068294258202576,2.100623749411996,0.8921021551897607
18,829,-0.4703819379407148,0.17085757736260918,0.1878936495080502,2,1,15,13,3,2,23,307,109,2,-0.662464590397986,0.502919054466806,1.8539649177958002,2.100623749411996,0.5518044866218568
30,553,-0.3939133144963216,-0.7212702800919405,1.2515789263073818,2,1,15,14,1,2,65,0,88,2,0.6916990346573358,-0.06050746584309084,1.2650906986479575,2.100623749411996,0.2115068180539528
0,657,0.06076498706493532,-0.4238943276070906,0.3047246553204358,2,0,50,15,3,2,42,117,187,0,0.23266051768943016,0.47286964005027815,0.1320668845913485,-0.3659769349560106,0.8240426214761799
18,992,-0.35257892344529823,-0.1265183751222407,1.0423293636583328,2,1,39,15,1,2,55,66,162,1,0.6916990346573358,0.9160985026940636,1.4514432996441102,2.100623749411996,1.2323998237576645
8,392,-0.4827822552560218,-0.1265183751222407,0.07174270477427404,2,1,52,7,1,2,18,316,102,1,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,-0.3659769349560106,-0.4690885190818551
31,881,-0.5613175982529662,-1.61339813754649,-0.062037515612684495,6,0,45,15,3,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
19,310,-0.38564643628611694,0.765609482332309,0.31065339292882554,2,0,56,14,1,2,9,289,77,1,-0.662464590397986,-0.24831630594638976,-0.5611647911143399,-0.3659769349560106,-1.0135647887905015
1,10,0.8047840259833557,0.765609482332309,-0.8409167001831064,6,0,15,15,1,2,50,201,172,2,0.8018682787296332,0.322622567967639,-1.2022177385411055,-0.3659769349560106,0.3476258854811144
12,788,-0.20997527431926766,1.6577373397868587,-0.837429207472289,6,1,36,13,1,2,106,41,67,1,-0.662464590397986,0.16486314228086787,0.42277694214534683,-0.3659769349560106,-0.4690885190818551
21,713,-0.021903795037111394,-1.3160221850616403,-0.1782930851277852,6,0,45,14,4,2,97,233,237,2,2.162917481539474,2.643939831644414,-0.8295125365487999,-0.3659769349560106,2.5935904980292803
27,795,0.6183659223432404,1.3603613873020088,-0.8252229829844278,6,0,36,4,1,2,37,124,121,1,1.3251721880730458,0.7207773089866327,-0.7996961203894155,-0.3659769349560106,0.9601616889033414
21,345,2.2308205172436613,1.6577373397868587,-0.9019478226224124,6,0,51,7,1,2,46,158,149,2,1.7888010902106304,0.6907278945701049,-0.7177009759511083,-0.3659769349560106,1.9129951608934725
31,640,-0.4455813033101008,-0.1265183751222407,0.2402060401703124,6,0,15,15,1,2,6,7,69,1,-0.7175492124341346,-0.6464710469653835,-0.9040535769472611,-0.3659769349560106,-0.4690885190818551
19,913,-0.3959800340488728,0.4682335298474591,-0.3177927935604844,2,1,54,15,1,2,9,316,89,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
8,752,-0.4761687526878581,1.3603613873020088,-0.6142296739799702,6,1,1,15,1,2,2,274,286,1,-1.5461137355612045,-0.9244281303182659,-0.22573010932126486,-0.3659769349560106,-1.149683856217663
21,346,1.7554750201568927,0.765609482332309,-0.7711668459667568,2,0,11,15,1,2,40,154,197,2,1.7888010902106304,0.6907278945701049,-0.7177009759511083,-0.3659769349560106,1.9129951608934725
14,682,8.389644783846142,0.765609482332309,-0.33523025711457183,2,0,56,2,1,2,80,193,251,0,1.6419087647809008,3.3951751920576094,1.8241485016364158,-0.3659769349560106,3.614483503732992
17,264,0.660113657304774,0.765609482332309,-0.8339417147614715,2,0,15,13,1,2,25,30,133,1,-1.061828100160064,-0.30841513477944543,-1.3140292991387972,-0.3659769349560106,-0.5371480527954359
6,410,0.6394464617792623,0.765609482332309,-0.3526677206686592,2,0,11,15,1,2,86,160,223,0,1.4215702766363059,0.7583390770072925,1.8390567097161081,2.100623749411996,1.9129951608934725
25,329,-0.4187139491269356,-0.1265183751222407,-0.33523025711457183,2,0,15,7,3,2,21,19,120,1,0.07199703675066317,0.40525845761309054,0.7805739360579602,-0.3659769349560106,-0.12879085051395114
19,915,-0.3339788608162482,0.765609482332309,-0.1434181580196104,2,0,45,15,1,2,9,316,89,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
27,692,-0.4765820965983683,-0.1265183751222407,0.5017679934816235,2,1,10,15,1,2,33,13,126,1,0.2349557102742697,-0.5187610356951402,-0.9264158890667994,-0.3659769349560106,0.2115068180539528
6,370,-0.5389970270854135,-1.0186462325767904,-0.003918449586911189,2,1,45,9,4,2,27,315,94,1,-0.6532838200586278,-0.022945697822431048,0.8774772885759596,-0.3659769349560106,0.007328216913210426
12,784,-0.17690776147844897,1.0629854348171588,-0.21316801223596,6,1,1,1,1,2,26,29,41,1,0.07199703675066317,0.23998667832218745,0.4078687340656546,-0.3659769349560106,-0.12879085051395114
19,373,-0.4827822552560218,1.0629854348171588,-0.22291555436269486,6,1,6,14,1,2,5,288,0,2,-1.396926217546635,-2.201528243020699,1.563254860241802,-0.3659769349560106,-0.809386187649759
19,913,-0.36291252120805406,0.4682335298474591,-0.10550911225302438,2,1,68,15,1,2,9,316,89,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
6,360,-0.46211505973051015,-0.1265183751222407,0.14588679980625366,2,1,45,14,1,2,27,332,95,1,-0.6555790126434674,-0.022945697822431048,0.42277694214534683,-0.3659769349560106,0.007328216913210426
7,574,-0.4249141077845891,0.17085757736260918,-0.09720887960127879,6,0,45,4,1,2,8,318,8,1,-0.7542722937915671,-0.5563228037158,-0.34499577395880265,-0.3659769349560106,-0.809386187649759
19,720,-0.3753128385233611,0.17085757736260918,-0.03452119812433458,2,1,56,4,1,2,9,316,89,1,0.03756914797807023,0.1273013742602081,0.03516353207334904,-0.3659769349560106,-0.26490991794111274
21,345,1.982814170937521,1.3603613873020088,-0.8147605048519754,6,0,15,1,1,2,46,158,149,2,1.7888010902106304,0.6907278945701049,-0.7177009759511083,-0.3659769349560106,1.9129951608934725
8,403,-0.4513681180572441,0.17085757736260918,0.1878936495080502,2,1,35,15,1,2,18,316,102,1,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,-0.3659769349560106,-0.4690885190818551
19,937,-0.5427171222800057,-0.4238943276070906,-0.19055162200630865,6,1,37,13,1,2,106,268,276,1,-1.5713608539944393,-2.0512811709380596,0.8178444562571907,-0.3659769349560106,-1.149683856217663
19,818,-0.43524770554734493,0.765609482332309,-0.16591248600438313,6,1,56,15,1,2,6,306,24,1,-0.9952675151997176,-0.5488104501116681,-0.4493532305166482,-0.3659769349560106,-0.6732671202225975
25,460,-0.5427171222800057,-1.0186462325767904,0.135581258845788,2,1,39,14,1,2,21,20,113,1,0.7674403899570403,0.33764727517590293,-0.7624256001901849,-0.3659769349560106,1.0282212226169223
0,55,0.28810413784556377,0.17085757736260918,0.08792467095246716,2,0,36,14,1,2,42,145,199,1,1.0153211891197094,0.5555055296957296,-1.2171259466207978,-0.3659769349560106,0.143447284340372
19,817,-0.5447838418325569,-1.61339813754649,0.2576435037243998,6,1,27,14,1,2,6,310,22,1,-0.9952675151997176,-0.5488104501116681,-0.4493532305166482,-0.3659769349560106,-0.6732671202225975
19,804,-0.5179164876493917,0.17085757736260918,0.3622682850489242,6,1,32,15,1,0,6,306,24,1,-0.662464590397986,-0.5488104501116681,-0.2630006295204954,-0.3659769349560106,-0.6732671202225975
8,517,-0.43566104945785517,1.0629854348171588,-0.03467813529632136,6,1,69,14,1,2,6,304,22,1,-1.1903588849110776,-0.8117428262562866,-0.5238942709151093,-0.3659769349560106,-0.6052075865090166
27,583,0.7423690954963105,1.0629854348171588,-0.12598069446552299,2,0,45,15,1,2,6,316,89,1,0.948760604159363,0.855999673861008,0.5569508148625768,2.100623749411996,0.7559830877625991
0,36,0.49477609310068055,0.765609482332309,-0.6747376725126535,2,0,22,15,1,2,42,71,158,1,0.3956191912130367,0.20993726390565962,-1.299121091059105,-0.3659769349560106,-0.12879085051395114
19,802,-0.5385836831749033,-0.7212702800919405,0.1704561859539628,2,1,0,15,1,2,9,289,77,1,-0.662464590397986,-0.5488104501116681,-0.2630006295204954,-0.3659769349560106,-0.6732671202225975
8,516,-0.4563282449833669,1.0629854348171588,-0.33523025711457183,6,0,36,14,1,2,6,305,22,1,-1.0985511815174964,-0.6614957541736474,-0.5238942709151093,-0.3659769349560106,-1.0135647887905015
30,462,0.5278436059414993,0.765609482332309,0.6587051654684101,2,1,39,1,1,2,72,115,207,2,1.1736894774736368,0.6531661265494451,1.8241485016364158,2.100623749411996,1.9129951608934725
0,51,0.7427824394068206,0.4682335298474591,-0.6316671375340576,6,0,45,15,1,2,17,80,123,1,1.0153211891197094,0.5555055296957296,-1.2171259466207978,-0.3659769349560106,0.143447284340372
7,576,-0.5385836831749033,-0.1265183751222407,-0.0736683038032608,6,1,36,13,1,2,8,318,8,1,-0.7542722937915671,-0.5563228037158,-0.34499577395880265,-0.3659769349560106,-0.809386187649759
21,477,2.1791525284298823,1.6577373397868587,-0.910666554399456,6,0,33,15,1,2,46,156,156,2,0.8592480933506215,0.9160985026940636,0.4004146300258085,-0.3659769349560106,0.9601616889033414
0,48,-0.3959800340488728,-1.0186462325767904,0.30995589438666205,2,0,24,1,1,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
21,482,1.5281358693762646,-0.1265183751222407,-0.6665420646422324,2,0,33,15,1,2,52,164,233,0,1.2287740995097856,2.801699257331185,1.5334384440824174,-0.3659769349560106,2.7977690991700226
21,470,0.8254512215088674,-0.4238943276070906,0.8660366071265092,2,0,39,1,3,2,79,205,252,0,1.9196270675464837,1.2466420612758697,1.9359600622341075,2.100623749411996,3.2741858351650883
19,196,-0.5199832072019428,0.4682335298474591,0.2925184308325746,6,1,40,15,1,2,106,267,276,1,-1.5690656614095997,-1.262484042504204,-0.22573010932126486,-0.3659769349560106,-1.149683856217663
18,846,-0.09423897937640227,1.3603613873020088,-0.736291918858582,2,1,40,13,1,2,56,59,149,0,-0.6854165162463812,0.3902337504048266,1.891235437995031,-1.5992772771400139,0.3476258854811144
30,461,0.4534417020496572,-0.1265183751222407,0.6761426290224974,2,0,44,15,1,2,72,115,219,2,1.1736894774736368,0.6531661265494451,1.8241485016364158,2.100623749411996,1.9129951608934725
8,417,-0.6253859043820524,-1.0186462325767904,0.1530187223998754,6,1,40,15,3,2,103,248,265,1,-1.8100608828177502,-1.638101722710802,-0.6729763517120315,-0.3659769349560106,-1.3538624573584053
19,818,-0.45591490107285665,1.0629854348171588,-0.7711668459667568,6,1,42,15,1,2,6,306,24,1,-0.9952675151997176,-0.5488104501116681,-0.4493532305166482,-0.3659769349560106,-0.6732671202225975
12,778,0.054564828407281815,1.0629854348171588,-0.35566696439996226,2,0,45,15,1,2,23,30,123,1,0.07199703675066317,0.23998667832218745,0.4078687340656546,-0.3659769349560106,-0.12879085051395114
19,933,-0.4765820965983683,0.765609482332309,-0.1085432309114356,0,1,45,14,1,2,106,251,270,1,-1.4428300692434257,-1.1122369704215649,0.631491855261038,-0.3659769349560106,0.5518044866218568
19,920,-0.40838035136417977,0.17085757736260918,0.2925184308325746,2,1,15,13,1,2,9,316,89,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
18,1001,0.3459722853169965,1.6577373397868587,-0.6316671375340576,2,0,15,15,1,2,56,134,220,1,0.944170218989684,0.9160985026940636,1.2278201784487268,2.100623749411996,0.5518044866218568
19,931,-0.48691569436112414,0.765609482332309,-0.0736683038032608,0,1,15,7,1,2,106,251,270,1,-1.4428300692434257,-1.1122369704215649,0.631491855261038,-0.3659769349560106,0.5518044866218568
8,518,-0.5282500854121475,-0.4238943276070906,-0.1085432309114356,6,1,15,14,1,2,6,304,22,1,-1.1903588849110776,-0.8117428262562866,-0.5238942709151093,-0.3659769349560106,-0.6052075865090166
8,399,-0.3753128385233611,1.6577373397868587,-0.8757916272912812,6,0,32,15,1,2,6,312,23,1,-0.662464590397986,0.05217783821888852,-0.635705831512801,-0.3659769349560106,-1.0135647887905015
7,224,-0.592731735451744,-1.9107740900313401,0.3273933579407494,6,1,15,14,3,2,26,43,46,1,0.31299225815881365,-0.5488104501116681,-0.8220584325089538,-0.3659769349560106,-0.6732671202225975
30,469,-0.1045725771391581,-1.0186462325767904,2.0304929858049117,2,0,45,15,1,2,78,111,166,1,0.9671221448380792,0.5404808224874658,1.9359600622341075,2.100623749411996,1.9129951608934725
8,901,-0.4703819379407148,-0.7212702800919405,0.2402060401703124,2,1,39,15,1,2,29,58,130,1,0.19823262891683724,-0.5112486820910083,-0.8593289527081843,-0.3659769349560106,-0.6052075865090166
1,12,0.3501057244220988,-0.4238943276070906,0.27508096727848724,2,0,12,2,3,2,47,151,199,2,1.4123895062969478,2.448618637936983,-0.9413240971464916,-0.3659769349560106,0.8921021551897607
8,1035,-0.4852623187190832,-0.4238943276070906,0.059798042239724174,6,1,76,15,1,2,6,305,24,1,-0.662464590397986,-0.06050746584309084,-0.2630006295204954,-0.3659769349560106,-0.4690885190818551
19,88,-0.5385836831749033,0.765609482332309,-0.5619172833177081,6,1,40,15,1,2,106,267,276,1,-1.6953012535757739,-2.0888429389587193,-0.8593289527081843,-0.3659769349560106,-1.149683856217663
31,885,-0.5551174395953127,-1.3160221850616403,0.44945560281936126,2,1,10,15,3,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
19,980,-0.300910934631519,0.765609482332309,-0.21679500465521018,6,1,56,2,1,2,22,9,35,1,0.3703720727798019,0.05217783821888852,0.8178444562571907,0.8673234072279927,-0.4690885190818551
1,947,0.37077291994761047,0.17085757736260918,-0.2306054757900474,2,0,27,2,1,2,47,144,199,1,0.3566009172707647,0.39774610400895855,0.16188330075073293,-0.3659769349560106,-0.06073131680037036
21,470,0.28397069874046144,-1.0186462325767904,0.9206333055143568,2,0,15,15,3,2,79,205,252,0,1.9196270675464837,1.2466420612758697,1.9359600622341075,2.100623749411996,3.2741858351650883
12,776,-0.06323818608813475,0.765609482332309,-0.649104601088145,6,1,6,15,1,2,13,68,115,1,0.07199703675066317,0.23998667832218745,0.4078687340656546,-0.3659769349560106,-0.12879085051395114
19,90,-0.5261833658595964,0.765609482332309,0.0657093423845598,6,0,27,15,1,2,106,267,276,1,-1.6953012535757739,-2.0888429389587193,-0.8593289527081843,-0.3659769349560106,-1.149683856217663
29,857,-0.17690776147844897,1.3603613873020088,-0.6316671375340576,3,0,27,7,1,2,6,316,89,1,-0.667054975567665,-0.6840328149860433,-0.434445022436956,-0.3659769349560106,-0.12879085051395114
19,129,-0.45591490107285665,0.4682335298474591,-0.387542647776834,6,1,44,14,1,2,6,306,24,1,-0.662464590397986,-0.17319276990507018,-0.6729763517120315,-0.3659769349560106,-1.0135647887905015
30,274,-0.021903795037111394,0.4682335298474591,-0.4936670509670099,6,0,56,4,1,1,37,69,68,1,0.7720307751267194,0.05217783821888852,-0.8593289527081843,-0.3659769349560106,0.2115068180539528
10,971,0.6807808528302857,-0.7212702800919405,-0.08700796342213765,2,0,6,12,1,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
0,676,3.1815115114171983,1.6577373397868587,-0.8670728955142375,6,0,15,1,1,2,81,225,231,0,1.79109628279547,1.5170867910246202,0.8402067683767291,2.100623749411996,2.2532928294613765
19,87,-0.6005852697514383,-0.7212702800919405,1.0423293636583328,6,1,5,15,3,2,106,268,276,1,-1.5231618097128092,-2.201528243020699,-0.971140513305876,-0.3659769349560106,-1.149683856217663
18,984,-0.2926444697652249,-0.1265183751222407,0.8853921916715463,2,0,45,7,3,2,55,66,162,1,0.6916990346573358,0.9160985026940636,1.4514432996441102,2.100623749411996,1.2323998237576645
19,912,-0.4249141077845891,-0.1265183751222407,-0.1608556215736978,2,1,30,13,1,2,9,316,89,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
19,804,-0.5158497680968405,-0.7212702800919405,-0.41922651905461084,6,1,45,7,1,2,6,310,22,1,-0.662464590397986,-0.5488104501116681,-0.2630006295204954,-0.3659769349560106,-0.6732671202225975
31,636,-0.5489172809376592,-1.3160221850616403,0.41458067571118645,2,1,58,7,4,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
19,937,-0.5613175982529662,-0.1265183751222407,0.33070647601602604,6,1,48,7,3,2,106,268,276,1,-1.5713608539944393,-2.0512811709380596,0.8178444562571907,-0.3659769349560106,-1.149683856217663
1,949,1.238795132019101,1.6577373397868587,-0.7167619596780042,6,0,56,15,1,2,50,148,137,1,0.3749624579494809,0.39774610400895855,0.05752584419288737,-0.3659769349560106,-0.06073131680037036
8,380,-0.41458051002183327,-0.7212702800919405,0.1704561859539628,6,1,14,15,1,2,36,77,71,1,0.5654634424911618,0.05217783821888852,-0.8965994729074149,-0.3659769349560106,0.2795663517675336
7,226,-0.4976626360343902,-0.7212702800919405,1.4957034160646052,2,1,27,15,1,2,27,331,89,1,0.3588961098556042,-0.5488104501116681,-0.7102468719112621,-0.3659769349560106,-0.809386187649759
19,211,-0.460048340177959,-0.4238943276070906,-0.2654804028982222,6,1,15,15,1,2,16,324,31,1,0.47365573909758063,-0.28587807396704956,-0.7847879123097232,-0.3659769349560106,-0.6052075865090166
23,608,-0.5013827312289824,-0.7212702800919405,0.04696406906391585,6,0,12,2,3,2,7,296,4,1,-1.0526473298207057,-0.7741810582356268,-0.4493532305166482,-0.3659769349560106,-0.7413266539361782
19,310,-0.41664722957438444,0.4682335298474591,0.013519013967176212,2,0,15,7,1,2,9,289,77,1,-0.662464590397986,-0.24831630594638976,-0.5611647911143399,-0.3659769349560106,-1.0135647887905015
8,891,-0.28024373910600736,0.765609482332309,-0.21316801223596,2,1,45,14,1,2,18,316,102,1,-0.662464590397986,0.014616070198228739,0.10970457247181016,-0.3659769349560106,-0.4690885190818551
31,861,0.6911144505930416,1.3603613873020088,-0.5096048926554458,6,0,45,14,1,2,44,145,154,0,0.9579413744987212,0.5329684688833338,0.6240377512211919,2.100623749411996,0.5518044866218568
30,549,0.22610255126902876,0.765609482332309,-0.4572925019931836,2,1,56,8,1,2,60,78,167,2,1.0359779223832652,0.46535728644614616,1.5259843400425714,3.3339240915959993,0.2115068180539528
21,474,0.3914401154731222,0.4682335298474591,-0.1957305486818726,2,0,45,7,3,2,52,62,149,1,0.32217302849817175,0.27003609273871526,-0.7177009759511083,-0.3659769349560106,-0.12879085051395114
19,129,-0.40838035136417977,1.3603613873020088,-0.6665420646422324,6,1,15,7,1,2,6,306,24,1,-0.662464590397986,-0.17319276990507018,-0.6729763517120315,-0.3659769349560106,-1.0135647887905015
8,298,-0.2079085547667165,0.765609482332309,-0.4632735519922356,2,0,36,7,3,2,29,57,129,1,-0.03128662956711562,0.08973960623954831,0.5569508148625768,-0.3659769349560106,0.2115068180539528
8,412,-0.5902516719886826,-1.3160221850616403,-0.4224175748850088,6,1,28,15,1,2,106,276,280,1,-1.7641570311209596,-2.0137194029174,-0.5984353113135704,-0.3659769349560106,-1.3538624573584053
7,224,-0.5199832072019428,-1.3160221850616403,0.9900169729960706,6,1,18,13,1,2,26,35,45,1,0.3588961098556042,-0.5488104501116681,-0.7847879123097232,-0.3659769349560106,-0.6732671202225975
21,32,0.06076498706493532,-0.1265183751222407,-0.2898928518739446,2,0,56,13,1,2,52,62,147,1,0.03527395539323071,0.08973960623954831,-1.1724013223817211,-1.5992772771400139,-0.12879085051395114
19,127,-0.42904754688969143,0.17085757736260918,-0.1085432309114356,2,1,15,2,1,2,9,289,77,1,-0.662464590397986,-0.17319276990507018,-0.6729763517120315,-0.3659769349560106,-1.0135647887905015
8,289,-0.2533763849228422,0.765609482332309,-0.300355330006397,2,1,27,2,1,2,18,316,102,1,-0.03128662956711562,0.08973960623954831,0.5569508148625768,-0.3659769349560106,0.2115068180539528
21,716,1.5694702604272879,-0.4238943276070906,-0.003918449586911189,2,0,20,15,1,2,79,204,254,2,2.2088213332362643,0.9837096851312512,-0.7177009759511083,-0.3659769349560106,1.2323998237576645
0,61,0.28810413784556377,0.17085757736260918,0.48087791214382675,2,0,49,2,3,2,42,150,199,1,1.4904260541814918,0.7959008450279523,-1.0084110335051066,-0.3659769349560106,1.5726974923255685
8,910,-0.25544310447539337,0.4682335298474591,-0.14490034242170782,2,0,45,1,1,2,29,57,129,1,0.3588961098556042,-0.2933904275711815,-0.8593289527081843,-0.3659769349560106,-0.4690885190818551
8,72,0.18063472111290305,1.3603613873020088,-0.5270423562095332,6,0,45,7,1,2,51,91,81,1,0.4966076649459759,0.16486314228086787,0.631491855261038,0.8673234072279927,-0.12879085051395114
7,103,-0.3753128385233611,0.765609482332309,-0.5580112914815925,6,0,56,7,1,2,8,318,8,1,-0.662464590397986,-0.5488104501116681,-0.6655222476721855,-0.3659769349560106,-1.149683856217663
19,425,-0.25750982402794453,1.3603613873020088,-0.2829178664523096,0,1,15,15,1,2,16,327,31,1,0.028388377638712124,-0.5488104501116681,0.7060328956594991,2.100623749411996,-0.4690885190818551
7,99,-0.4443412715785701,0.4682335298474591,-0.0065689440471324734,6,1,15,8,1,2,8,318,8,1,-0.662464590397986,-0.5488104501116681,-0.6655222476721855,-0.3659769349560106,-1.149683856217663
1,4,-0.06323818608813475,-1.0186462325767904,0.8725582184957379,2,0,27,13,3,2,47,144,199,2,0.8018682787296332,0.322622567967639,-1.2022177385411055,-0.3659769349560106,0.3476258854811144
21,343,0.28810413784556377,-0.1265183751222407,0.12091635199680051,6,0,45,1,3,2,46,138,144,2,1.3664856546001571,0.6456537729453131,-0.8667830567480305,-0.3659769349560106,1.9129951608934725
7,239,-0.4579816206254078,-0.4238943276070906,0.30995589438666205,6,1,42,4,1,2,26,37,43,1,0.3588961098556042,-0.5488104501116681,-0.7102468719112621,-0.3659769349560106,-0.809386187649759
14,447,0.722115243881309,-0.1265183751222407,-0.43985503843909624,2,0,15,2,1,2,55,142,208,0,0.41627592447659245,0.9912220387353832,0.3333276936671935,-0.3659769349560106,0.3476258854811144
7,925,-0.36497965410451577,0.4682335298474591,-0.21316801223596,6,1,11,8,1,2,8,318,8,1,-0.6532838200586278,-0.2558286595505217,0.07988815631242571,-0.3659769349560106,-0.809386187649759
0,664,-0.08803882071874876,-1.3160221850616403,-0.2480429393441348,2,0,58,1,1,2,42,117,187,0,0.7926875083902751,0.9761973315271193,0.46750156638442353,-0.3659769349560106,1.5726974923255685
18,981,-0.3112445323942749,1.0629854348171588,0.05536892649698597,2,1,0,15,1,2,26,33,148,1,-0.662464590397986,0.39774610400895855,0.27369486134842463,-0.3659769349560106,-0.6732671202225975
10,973,0.8461184170343791,0.765609482332309,-0.7101357235274509,2,0,15,14,3,2,51,121,211,2,1.7979818605499887,2.426081577124587,-0.9935028254254143,-0.3659769349560106,0.9601616889033414
21,162,1.3421311096466593,1.3603613873020088,-0.729316933436947,6,0,56,2,1,2,46,165,144,2,0.9235134857261282,0.31511021436350706,-1.105314386023106,-0.3659769349560106,0.9601616889033414
11,262,0.5154432886261923,1.3603613873020088,-0.2829178664523096,2,0,56,15,1,2,41,105,175,0,0.27856436938622076,0.3752090431965627,0.37059821386642405,-0.3659769349560106,0.5518044866218568
16,533,-0.03223739279986723,0.765609482332309,-0.823479236629019,6,0,56,13,1,2,20,74,124,1,0.8523625155961029,0.502919054466806,1.2650906986479575,-0.3659769349560106,0.5518044866218568
30,467,-0.17070760282079547,-1.3160221850616403,1.1643916085369446,2,1,40,5,3,2,78,106,167,0,0.9671221448380792,0.5404808224874658,1.9359600622341075,2.100623749411996,1.9129951608934725
30,439,-0.4455813033101008,-0.4238943276070906,0.37970574860301165,2,1,56,15,1,2,14,264,62,1,-1.1674069590626823,-0.5488104501116681,-0.5984353113135704,-0.3659769349560106,-0.4690885190818551
18,983,-0.08803882071874876,0.4682335298474591,-0.0736683038032608,2,1,11,8,1,2,55,66,162,1,0.6916990346573358,0.9160985026940636,1.4514432996441102,2.100623749411996,1.2323998237576645
8,1023,-0.5695844764631709,-1.0186462325767904,-0.1308457467971134,6,0,68,14,3,2,6,303,9,1,-1.6493974018789832,-1.3000458105248638,-0.30027114971972596,-0.3659769349560106,-1.149683856217663
18,984,-0.21204199387181882,0.17085757736260918,-0.22240986791962633,2,0,15,1,1,2,55,66,162,1,0.6916990346573358,0.9160985026940636,1.4514432996441102,2.100623749411996,1.2323998237576645
18,772,-0.4455813033101008,-1.0186462325767904,2.0188273226872275,2,1,64,15,4,2,55,45,141,2,0.33594418400720893,0.36769668959243074,2.8677230672148712,3.3339240915959993,0.5518044866218568
14,684,1.5178022716135087,-0.7212702800919405,0.44945560281936126,2,0,15,15,3,2,80,218,251,0,1.3664856546001571,2.290859212250212,1.4141727794448797,-0.3659769349560106,1.70881655975273
7,246,-0.23353587721835098,0.4682335298474591,-0.8409167001831064,6,0,45,14,1,1,26,37,43,1,0.3588961098556042,-0.5488104501116681,-0.7102468719112621,-0.3659769349560106,-0.809386187649759
0,43,1.0527903722894958,1.3603613873020088,-0.649104601088145,6,0,45,15,1,2,37,108,152,1,0.9579413744987212,0.43530787202961835,-1.2171259466207978,-0.3659769349560106,0.7559830877625991
7,144,-0.5530507200427616,-0.7212702800919405,-0.40498011133092143,6,1,34,15,1,2,7,312,5,1,-1.5461137355612045,-0.6614957541736474,-0.6729763517120315,-0.3659769349560106,-1.149683856217663
2,307,-0.5075828898866358,-0.7212702800919405,0.3320142857825826,2,0,15,15,3,2,50,98,190,1,0.7192413456754102,0.14983843507260397,-0.8444207446284921,-0.3659769349560106,0.5518044866218568
8,301,-0.19757495700396066,0.765609482332309,-0.12598069446552299,2,1,30,15,1,2,29,57,129,1,-0.03128662956711562,0.08973960623954831,0.5569508148625768,-0.3659769349560106,0.2115068180539528
19,420,-0.40424691225907744,0.17085757736260918,-0.21316801223596,2,1,15,15,1,2,9,316,89,1,0.028388377638712124,-0.5488104501116681,0.7060328956594991,2.100623749411996,-0.4690885190818551
21,471,0.30877133337107543,0.17085757736260918,-0.5096048926554458,2,0,45,15,3,2,52,62,149,1,0.30610668040429506,0.27003609273871526,-0.7177009759511083,-0.3659769349560106,-0.12879085051395114
8,786,-0.6109188675141942,-2.20815004251619,1.4957034160646052,2,1,75,14,4,2,46,75,160,1,1.1851654403978344,0.4803819936544101,-0.7847879123097232,-0.3659769349560106,1.2323998237576645
